FAMILY	GENUS	SPECIES	CAAB CODE
Pomacentridae	Chromis	xanthochira	37372056
Pomacentridae	Chromis	xanthura	37372057
Pomacentridae	Chrysiptera	spp	37372908
Pomacentridae	Chrysiptera	biocellata	37372058
Pomacentridae	Chrysiptera	brownriggii	37372064
Pomacentridae	Chrysiptera	caeruleolineata	37372059
Pomacentridae	Chrysiptera	caesifrons	37372151
Pomacentridae	Chrysiptera	cyanea	37372060
Pomacentridae	Chrysiptera	flavipinnis	37372061
Pomacentridae	Chrysiptera	glauca	37372062
Pomacentridae	Chrysiptera	hemicyanea	37372063
Pomacentridae	Chrysiptera	notialis	37372065
Pomacentridae	Chrysiptera	rex	37372066
Pomacentridae	Chrysiptera	rollandi	37372067
Pomacentridae	Chrysiptera	starcki	37372068
Pomacentridae	Chrysiptera	talboti	37372069
Pomacentridae	Chrysiptera	taupou	37372070
Pomacentridae	Chrysiptera	tricincta	37372071
Pomacentridae	Chrysiptera	unimaculata	37372072
Sciaenidae	Chrysochir	spp	37354908
Sciaenidae	Chrysochir	aureus	37354750
Sparidae	Chrysophrys	spp	37353903
Sparidae	Chrysophrys	auratus	37353001
Cichlidae	Cichlasoma	spp	37371902
Cichlidae	Cichlasoma	octofasciatum	37371004
Cichlidae	Cichlasoma	trimaculatum	37371013
Ariidae	Cinetodus	spp	37188903
Ariidae	Cinetodus	froggatti	37188014
Cionidae	Ciona	spp	35010901
Cionidae	Ciona	antarctica	35010002
Cionidae	Ciona	intestinalis	35010001
Squalidae	Cirrhigaleus	spp	37020911
Squalidae	Cirrhigaleus	australis	37020049
Labridae	Cirrhilabrus	spp	37384910
Labridae	Cirrhilabrus	bathyphilus	37384193
Labridae	Cirrhilabrus	condei	37384190
Labridae	Cirrhilabrus	cyanopleura	37384079
Labridae	Cirrhilabrus	exquisitus	37384080
Labridae	Cirrhilabrus	hygroxerus	37384223
Labridae	Cirrhilabrus	laboutei	37384081
Labridae	Cirrhilabrus	lineatus	37384082
Labridae	Cirrhilabrus	morrisoni	37384189
Labridae	Cirrhilabrus	punctatus	37384083
Labridae	Cirrhilabrus	randalli	37384186
Labridae	Cirrhilabrus	roseafascia	37384218
Labridae	Cirrhilabrus	scottorum	37384084
Labridae	Cirrhilabrus	solorensis	37384213
Labridae	Cirrhilabrus	squirei	37384216
Labridae	Cirrhilabrus	temminckii	37384085
Ophichthidae	Cirrhimuraena	spp	37068906
Ophichthidae	Cirrhimuraena	calamus	37068014
Cirrhitidae	Cirrhitichthys	spp	37374902
Cirrhitidae	Cirrhitichthys	aprinus	37374001
Cirrhitidae	Cirrhitichthys	falco	37374003
Cirrhitidae	Cirrhitichthys	oxycephalus	37374004
Cirrhitidae	Cirrhitus	spp	37374903
Cirrhitidae	Cirrhitus	pinnulatus	37374005
Blenniidae	Cirripectes	spp	37408904
Blenniidae	Cirripectes	alboapicalis	37408010
Blenniidae	Cirripectes	alleni	37408095
Blenniidae	Cirripectes	castaneus	37408011
Blenniidae	Cirripectes	chelomatus	37408012
Blenniidae	Cirripectes	filamentosus	37408013
Blenniidae	Cirripectes	gilberti	37408103
Blenniidae	Cirripectes	hutchinsi	37408014
Blenniidae	Cirripectes	polyzona	37408015
Blenniidae	Cirripectes	quagga	37408016
Blenniidae	Cirripectes	stigmaticus	37408017
Blenniidae	Cirrisalarias	spp	37408928
Blenniidae	Cirrisalarias	bunares	37408104
Citharidae	Citharoides	spp	37458902
Citharidae	Citharoides	macrolepidotus	37458003
Citharidae	Citharoides	macrolepis	37458005
Citharidae	Citharoides	orbitalis	37458002
Clariidae	Clarias	spp	37182901
Clariidae	Clarias	batrachus	37182751
Pyuridae	Claudenus	spp	35032903
Pyuridae	Claudenus	antipodus	35032001
Clavelinidae	Clavelina	spp	35011901
Clavelinidae	Clavelina	amplexa	35011016
Clavelinidae	Clavelina	arafurensis	35011001
Clavelinidae	Clavelina	australis	35011002
Clavelinidae	Clavelina	baudinensis	35011003
Clavelinidae	Clavelina	cylindrica	35011004
Clavelinidae	Clavelina	dagysa	35011005
Clavelinidae	Clavelina	fecunda	35011006
Clavelinidae	Clavelina	meridionalis	35011007
Clavelinidae	Clavelina	mirabilis	35011008
Clavelinidae	Clavelina	moluccensis	35011009
Clavelinidae	Clavelina	nigra	35011010
Clavelinidae	Clavelina	oliva	35011011
Clavelinidae	Clavelina	ostrearium	35011012
Clavelinidae	Clavelina	pseudobaudinensis	35011013
Clavelinidae	Clavelina	robusta	35011014
Clavelinidae	Clavelina	simplex	35011017
Monocentrididae	Cleidopus	spp	37259901
Monocentrididae	Cleidopus	gloriamaris	37259001
Didemnidae	Clitella	spp	35013902
Didemnidae	Clitella	nutricula	35013216
Clupeidae	Clupea	spp	37085909
Clupeidae	Clupea	harengus	37085790
Styelidae	Cnemidocarpa	spp	35033906
Styelidae	Cnemidocarpa	acanthifera	35033112
Styelidae	Cnemidocarpa	aculeata	35033045
Styelidae	Cnemidocarpa	amphora	35033046
Styelidae	Cnemidocarpa	areolata	35033052
Styelidae	Cnemidocarpa	barbata	35033047
Styelidae	Cnemidocarpa	bicornuta	35033103
Styelidae	Cnemidocarpa	completa	35033048
Styelidae	Cnemidocarpa	drygalskii	35033109
Styelidae	Cnemidocarpa	fissa	35033049
Styelidae	Cnemidocarpa	floccosa	35033050
Styelidae	Cnemidocarpa	intestinata	35033051
Styelidae	Cnemidocarpa	lobata	35033053
Styelidae	Cnemidocarpa	longata	35033054
Styelidae	Cnemidocarpa	nordenskjoldi	35033111
Styelidae	Cnemidocarpa	oligocarpa	35033055
Styelidae	Cnemidocarpa	pedata	35033056
Styelidae	Cnemidocarpa	personata	35033057
Styelidae	Cnemidocarpa	pfefferi	35033113
Styelidae	Cnemidocarpa	posthuma	35033058
Styelidae	Cnemidocarpa	radicosa	35033059
Styelidae	Cnemidocarpa	stolonifera	35033060
Styelidae	Cnemidocarpa	tribranchiata	35033061
Styelidae	Cnemidocarpa	tripartita	35033062
Styelidae	Cnemidocarpa	univesica	35033114
Styelidae	Cnemidocarpa	verrucosa	35033110
Plotosidae	Cnidoglanis	spp	37192902
Plotosidae	Cnidoglanis	macrocephalus	37192001
Evermannellidae	Coccorella	spp	37130901
Evermannellidae	Coccorella	atlantica	37130001
Gobiesocidae	Cochleoceps	spp	37206903
Gobiesocidae	Cochleoceps	bassensis	37206002
Gobiesocidae	Cochleoceps	bicolor	37206011
Gobiesocidae	Cochleoceps	orientalis	37206012
Gobiesocidae	Cochleoceps	spatula	37206013
Gobiesocidae	Cochleoceps	viridis	37206014
Platycephalidae	Cociella	spp	37296906
Platycephalidae	Cociella	hutchinsi	37296018
Aploactinidae	Cocotropus	spp	37290906
Aploactinidae	Cocotropus	altipinnis	37290021
Aploactinidae	Cocotropus	larvatus	37290025
Aploactinidae	Cocotropus	microps	37290016
Ogcocephalidae	Coelophrys	spp	37212901
Ogcocephalidae	Coelophrys	brevipes	37212010
Ogcocephalidae	Coelophrys	micropa	37212047
Macrouridae	Coelorinchus	spp	37232900
Macrouridae	Coelorinchus	acanthiger	37232042
Macrouridae	Coelorinchus	acutirostris	37232010
Macrouridae	Coelorinchus	amydrozosterus	37232104
Macrouridae	Coelorinchus	anatirostris	37232121
Macrouridae	Coelorinchus	argentatus	37232021
Macrouridae	Coelorinchus	australis	37232001
Macrouridae	Coelorinchus	charius	37232105
Macrouridae	Coelorinchus	fasciatus	37232002
Macrouridae	Coelorinchus	gaesorhynchus	37232107
Macrouridae	Coelorinchus	goobala	37232108
Macrouridae	Coelorinchus	gormani	37232047
Macrouridae	Coelorinchus	hoangi	37232126
Macrouridae	Coelorinchus	innotabilis	37232014
Macrouridae	Coelorinchus	kaiyomaru	37232031
Macrouridae	Coelorinchus	kermadecus	37232040
Macrouridae	Coelorinchus	lasti	37232109
Macrouridae	Coelorinchus	macrorhynchus	37232110
Macrouridae	Coelorinchus	maculatus	37232044
Macrouridae	Coelorinchus	matamua	37232017
Macrouridae	Coelorinchus	maurofasciatus	37232045
Macrouridae	Coelorinchus	mayiae	37232111
Macrouridae	Coelorinchus	mirus	37232003
Macrouridae	Coelorinchus	mycterismus	37232112
Macrouridae	Coelorinchus	obscuratus	37232129
Macrouridae	Coelorinchus	osipullus	37232128
Macrouridae	Coelorinchus	parallelus	37232122
Macrouridae	Coelorinchus	pardus	37232113
Macrouridae	Coelorinchus	semaphoreus	37232117
Macrouridae	Coelorinchus	sereti	37232123
Macrouridae	Coelorinchus	shcherbachevi	37232124
Macrouridae	Coelorinchus	smithi	37232114
Macrouridae	Coelorinchus	sp. cf cingulatus	37232106
Macrouridae	Coelorinchus	spathulata	37232118
Macrouridae	Coelorinchus	supernasutus	37232116
Macrouridae	Coelorinchus	thurla	37232043
Macrouridae	Coelorinchus	trachycarus	37232080
Engraulidae	Coilia	spp	37086750
Pleuronectidae	Colistium	spp	37461903
Pleuronectidae	Colistium	guntheri	37461790
Pleuronectidae	Colistium	nudipinnis	37461797
Colocongridae	Coloconger	spp	37067908
Colocongridae	Coloconger	scholesi	37067034
Monacanthidae	Colurodontis	spp	37465918
Monacanthidae	Colurodontis	paxmani	37465054
Protopolyclinidae	Condominium	spp	35020901
Protopolyclinidae	Condominium	areolatum	35020001
Protopolyclinidae	Condominium	floreum	35020005
Congridae	Conger	spp	37067909
Congridae	Conger	cinereus	37067015
Congridae	Conger	verreauxi	37067007
Congridae	Conger	wilsoni	37067001
Congiopodidae	Congiopodus	spp	37298901
Congiopodidae	Congiopodus	leucopaecilus	37298001
Congridae	Congriscus	spp	37067910
Congridae	Congriscus	maldivensis	37067039
Congrogadidae	Congrogadus	spp	37411902
Congrogadidae	Congrogadus	amplimaculatus	37411002
Congrogadidae	Congrogadus	malayanus	37411005
Congrogadidae	Congrogadus	spinifer	37411001
Congrogadidae	Congrogadus	subducens	37411004
Congrogadidae	Congrogadus	winterbottomi	37411006
Gobiesocidae	Conidens	spp	37206904
Gobiesocidae	Conidens	samoensis	37206023
Labridae	Conniella	spp	37384911
Labridae	Conniella	apterygia	37384087
Alepocephalidae	Conocara	spp	37114907
Alepocephalidae	Conocara	kreffti	37114033
Alepocephalidae	Conocara	microlepis	37114034
Alepocephalidae	Conocara	murrayi	37114035
Alepocephalidae	Conocara	nigrum	37114005
Alepocephalidae	Conocara	paxtoni	37114037
Tetraodontidae	Contusus	spp	37467904
Tetraodontidae	Contusus	brevicaudus	37467044
Tetraodontidae	Contusus	richei	37467001
Priacanthidae	Cookeolus	spp	37326902
Priacanthidae	Cookeolus	japonicus	37326002
Chaetodontidae	Coradion	spp	37365909
Chaetodontidae	Coradion	altivelis	37365018
Chaetodontidae	Coradion	chrysozonus	37365004
Corellidae	Corella	spp	35003901
Corellidae	Corella	aequabilis	35003006
Corellidae	Corella	antarctica	35003004
Corellidae	Corella	brewinae	35003005
Corellidae	Corella	eumyota	35003001
Labridae	Coris	spp	37384912
Labridae	Coris	auricularis	37384088
Labridae	Coris	aurilineata	37384089
Labridae	Coris	aygula	37384090
Labridae	Coris	batuensis	37384098
Labridae	Coris	bulbifrons	37384091
Labridae	Coris	caudimacula	37384092
Labridae	Coris	dorsomacula	37384093
Labridae	Coris	gaimard	37384094
Labridae	Coris	picta	37384095
Labridae	Coris	pictoides	37384096
Labridae	Coris	sandeyeri	37384097
Corellidae	Corynascidia	spp	35003902
Corellidae	Corynascidia	suhmi	35003003
Coryphaenidae	Coryphaena	spp	37338901
Coryphaenidae	Coryphaena	equiselis	37338002
Coryphaenidae	Coryphaena	hippurus	37338001
Macrouridae	Coryphaenoides	spp	37232902
Macrouridae	Coryphaenoides	armatus	37232750
Macrouridae	Coryphaenoides	dossenus	37232039
Macrouridae	Coryphaenoides	fernandezianus	37232125
Macrouridae	Coryphaenoides	ferrieri	37232751
Macrouridae	Coryphaenoides	filicauda	37232049
Macrouridae	Coryphaenoides	grahami	37232050
Macrouridae	Coryphaenoides	lecointei	37232752
Macrouridae	Coryphaenoides	leptolepis	37232135
Macrouridae	Coryphaenoides	mcmillani	37232051
Macrouridae	Coryphaenoides	murrayi	37232052
Macrouridae	Coryphaenoides	rudis	37232019
Macrouridae	Coryphaenoides	serrulatus	37232015
Macrouridae	Coryphaenoides	striaturus	37232053
Macrouridae	Coryphaenoides	subserrulatus	37232016
Syngnathidae	Corythoichthys	spp	37282906
Syngnathidae	Corythoichthys	amplexus	37282047
Syngnathidae	Corythoichthys	benedetto	37282128
Syngnathidae	Corythoichthys	conspicillatus	37282032
Syngnathidae	Corythoichthys	haematopterus	37282048
Syngnathidae	Corythoichthys	intestinalis	37282049
Syngnathidae	Corythoichthys	ocellatus	37282050
Syngnathidae	Corythoichthys	paxtoni	37282051
Syngnathidae	Corythoichthys	schultzi	37282052
Syngnathidae	Cosmocampus	spp	37282907
Syngnathidae	Cosmocampus	banneri	37282053
Syngnathidae	Cosmocampus	darrosanus	37282054
Syngnathidae	Cosmocampus	howensis	37282055
Syngnathidae	Cosmocampus	maxweberi	37282056
Tetrarogidae	Cottapistus	spp	37287911
Tetrarogidae	Cottapistus	cottoides	37287014
Leptoscopidae	Crapatalus	spp	37398901
Leptoscopidae	Crapatalus	munroi	37398002
Atherinidae	Craterocephalus	spp	37246905
Atherinidae	Craterocephalus	amniculus	37246014
Atherinidae	Craterocephalus	capreoli	37246015
Atherinidae	Craterocephalus	centralis	37246016
Atherinidae	Craterocephalus	cuneiceps	37246017
Atherinidae	Craterocephalus	dalhousiensis	37246018
Atherinidae	Craterocephalus	eyresii	37246019
Atherinidae	Craterocephalus	fluviatilis	37246020
Atherinidae	Craterocephalus	fulvus	37246028
Atherinidae	Craterocephalus	gloveri	37246031
Atherinidae	Craterocephalus	helenae	37246021
Atherinidae	Craterocephalus	honoriae	37246022
Atherinidae	Craterocephalus	lentiginosus	37246023
Atherinidae	Craterocephalus	marianae	37246024
Atherinidae	Craterocephalus	marjoriae	37246025
Atherinidae	Craterocephalus	mugiloides	37246026
Atherinidae	Craterocephalus	munroi	37246040
Atherinidae	Craterocephalus	pauciradiatus	37246027
Atherinidae	Craterocephalus	stercusmuscarum	37246029
Atherinidae	Craterocephalus	stramineus	37246030
Creediidae	Creedia	spp	37395901
Creediidae	Creedia	alleni	37395002
Creediidae	Creedia	haswelli	37395001
Creediidae	Creedia	partimsquamigera	37395003
Mugilidae	Crenimugil	spp	37381902
Mugilidae	Crenimugil	crenilabis	37381012
Mugilidae	Crenimugil	heterocheilos	37381024
Gobiesocidae	Creocele	spp	37206905
Gobiesocidae	Creocele	cardinalis	37206003
Gobiidae	Cristatogobius	spp	37428922
Gobiidae	Cristatogobius	rubripectoralis	37428360
Clinidae	Cristiceps	spp	37416901
Clinidae	Cristiceps	argyropleura	37416006
Clinidae	Cristiceps	aurantiacus	37416017
Clinidae	Cristiceps	australis	37416007
Bothidae	Crossorhombus	spp	37460907
Bothidae	Crossorhombus	azureus	37460019
Bothidae	Crossorhombus	howensis	37460058
Bothidae	Crossorhombus	valderostratus	37460066
Blenniidae	Crossosalarias	spp	37408905
Blenniidae	Crossosalarias	macrospilus	37408018
Channichthyidae	Cryodraco	spp	37407905
Channichthyidae	Cryodraco	antarcticus	37407794
Channichthyidae	Cryodraco	atkinsoni	37407795
Channichthyidae	Cryodraco	hamatus	37407796
Channichthyidae	Cryodraco	myersi	37407797
Gobiidae	Cryptocentroides	spp	37428923
Gobiidae	Cryptocentroides	gobioides	37428093
Gobiidae	Cryptocentroides	insignis	37428094
Gobiidae	Cryptocentrus	spp	37428924
Gobiidae	Cryptocentrus	bulbiceps	37428095
Gobiidae	Cryptocentrus	caeruleomaculatus	37428096
Gobiidae	Cryptocentrus	cebuanus	37428097
Gobiidae	Cryptocentrus	cinctus	37428098
Gobiidae	Cryptocentrus	fasciatus	37428099
Gobiidae	Cryptocentrus	inexplicatus	37428100
Gobiidae	Cryptocentrus	insignitus	37428101
Gobiidae	Cryptocentrus	leptocephalus	37428102
Gobiidae	Cryptocentrus	leucostictus	37428103
Gobiidae	Cryptocentrus	maudae	37428104
Gobiidae	Cryptocentrus	melanopus	37428412
Gobiidae	Cryptocentrus	sericus	37428413
Gobiidae	Cryptocentrus	strigilliceps	37428105
Gobiidae	Cryptocentrus	tentaculatus	37428385
Ceratiidae	Cryptopsaras	spp	37220902
Ceratiidae	Cryptopsaras	couesii	37220001
Acanthuridae	Ctenochaetus	spp	37437902
Acanthuridae	Ctenochaetus	binotatus	37437021
Acanthuridae	Ctenochaetus	cyanocheilus	37437023
Acanthuridae	Ctenochaetus	striatus	37437022
Acanthuridae	Ctenochaetus	tominiensis	37437042
Acanthuridae	Ctenochaetus	truncatus	37437055
Gobiidae	Ctenogobiops	spp	37428925
Gobiidae	Ctenogobiops	aurocingulus	37428106
Gobiidae	Ctenogobiops	crocineus	37428107
Gobiidae	Ctenogobiops	feroculus	37428108
Gobiidae	Ctenogobiops	pomastictus	37428109
Gobiidae	Ctenogobiops	tangaroai	37428110
Gobiidae	Ctenotrypauchen	spp	37428926
Gobiidae	Ctenotrypauchen	chinensis	37428400
Pyuridae	Ctenyura	spp	35032904
Pyuridae	Ctenyura	tetraplexa	35032002
Pyuridae	Ctenyura	tortuosa	35032003
Nomeidae	Cubiceps	spp	37446902
Nomeidae	Cubiceps	baxteri	37446006
Nomeidae	Cubiceps	caeruleus	37446010
Nomeidae	Cubiceps	capensis	37446017
Nomeidae	Cubiceps	kotlyari	37446019
Nomeidae	Cubiceps	pauciradiatus	37446008
Nomeidae	Cubiceps	whiteleggii	37446013
Pyuridae	Culeolus	spp	35032905
Pyuridae	Culeolus	antarcticus	35032059
Pyuridae	Culeolus	herdmani	35032044
Scombridae	Cybiosarda	spp	37441916
Scombridae	Cybiosarda	elegans	37441008
Diodontidae	Cyclichthys	spp	37469903
Diodontidae	Cyclichthys	hardenbergi	37469008
Diodontidae	Cyclichthys	orbicularis	37469007
Diodontidae	Cyclichthys	spilostylus	37469003
Gonostomatidae	Cyclothone	spp	37106902
Gonostomatidae	Cyclothone	acclinidens	37106013
Gonostomatidae	Cyclothone	alba	37106014
Gonostomatidae	Cyclothone	braueri	37106015
Gonostomatidae	Cyclothone	kobayashii	37106025
Gonostomatidae	Cyclothone	microdon	37106016
Gonostomatidae	Cyclothone	obscura	37106017
Gonostomatidae	Cyclothone	pallida	37106018
Gonostomatidae	Cyclothone	parapallida	37106026
Gonostomatidae	Cyclothone	pseudopallida	37106019
Gonostomatidae	Cyclothone	sp.	99370002
Gonostomatidae	Cyclothone	sp. A	37106801
Cyematidae	Cyema	spp	37077901
Cyematidae	Cyema	atrum	37077001
Bathydraconidae	Cygnodraco	spp	37406904
Bathydraconidae	Cygnodraco	mawsoni	37406755
Platycephalidae	Cymbacephalus	spp	37296907
Platycephalidae	Cymbacephalus	bosschei	37296031
Platycephalidae	Cymbacephalus	nematophthalmus	37296023
Platycephalidae	Cymbacephalus	staigeri	37296042
Labridae	Cymolutes	spp	37384913
Labridae	Cymolutes	praetextatus	37384099
Labridae	Cymolutes	torquatus	37384100
Cynoglossidae	Cynoglossus	spp	37463901
Cynoglossidae	Cynoglossus	arel	37463750
Cynoglossidae	Cynoglossus	bilineatus	37463013
Cynoglossidae	Cynoglossus	broadhursti	37463015
Cynoglossidae	Cynoglossus	heterolepis	37463016
Cynoglossidae	Cynoglossus	kopsii	37463006
Cynoglossidae	Cynoglossus	maccullochi	37463024
Cynoglossidae	Cynoglossus	macrophthalmus	37463008
Cynoglossidae	Cynoglossus	maculipinnis	37463003
Cynoglossidae	Cynoglossus	ogilbyi	37463017
Cynoglossidae	Cynoglossus	puncticeps	37463018
Cynoglossidae	Cynoglossus	suyeni	37463025
Macrouridae	Cynomacrurus	spp	37232907
Macrouridae	Cynomacrurus	piriei	37232054
Pseudochromidae	Cypho	spp	37313904
Pseudochromidae	Cypho	purpurascens	37313013
Cirrhitidae	Cyprinocirrhites	spp	37374904
Cirrhitidae	Cyprinocirrhites	polyactis	37374006
Cyprinidae	Cyprinus	spp	37165902
Cyprinidae	Cyprinus	carpio	37165003
Exocoetidae	Cypselurus	spp	37233902
Exocoetidae	Cypselurus	angusticeps	37233024
Exocoetidae	Cypselurus	hexazona	37233025
Exocoetidae	Cypselurus	naresii	37233026
Exocoetidae	Cypselurus	oligolepis	37233027
Exocoetidae	Cypselurus	poecilopterus	37233010
Polycitoridae	Cystodytes	spp	35018902
Polycitoridae	Cystodytes	antarcticus	35018049
Polycitoridae	Cystodytes	dellachiajei	35018002
Polycitoridae	Cystodytes	philippinensis	35018046
Polycitoridae	Cystodytes	ramosus	35018003
Zeidae	Cyttomimus	spp	37264901
Zeidae	Cyttomimus	affinis	37264011
Zeidae	Cyttopsis	spp	37264902
Zeidae	Cyttopsis	cypho	37264009
Zeidae	Cyttopsis	rosea	37264010
Cyttidae	Cyttus	spp	37264903
Cyttidae	Cyttus	australis	37264002
Cyttidae	Cyttus	novaezealandiae	37264005
Cyttidae	Cyttus	traversi	37264001
Channichthyidae	Dacodraco	spp	37407906
Channichthyidae	Dacodraco	hunteri	37407798
Cheilodactylidae	Dactylophora	spp	37377903
Cheilodactylidae	Dactylophora	nigricans	37377005
Dactylopteridae	Dactyloptena	spp	37308902
Dactylopteridae	Dactyloptena	macracanthus	37308003
Dactylopteridae	Dactyloptena	orientalis	37308004
Dactylopteridae	Dactyloptena	papilio	37308001
Dactylopteridae	Dactyloptena	peterseni	37308002
Dactylopteridae	Dactyloptena	tiltoni	37308005
Callionymidae	Dactylopus	spp	37427905
Callionymidae	Dactylopus	dactylopus	37427005
Dalatiidae	Dalatias	spp	37020912
Dalatiidae	Dalatias	licha	37020002
Ophidiidae	Dannevigia	spp	37228916
Ophidiidae	Dannevigia	tusca	37228001
Pomacentridae	Dascyllus	spp	37372909
Pomacentridae	Dascyllus	aruanus	37372073
Pomacentridae	Dascyllus	melanurus	37372009
Pomacentridae	Dascyllus	reticulatus	37372074
Pomacentridae	Dascyllus	trimaculatus	37372075
Dasyatidae	Dasyatis	spp	37035901
Centrophoridae	Deania	spp	37020913
Centrophoridae	Deania	calceus	37020003
Centrophoridae	Deania	quadrispinosa	37020004
Carangidae	Decapterus	spp	37337901
Carangidae	Decapterus	kurroides	37337056
Carangidae	Decapterus	macarellus	37337055
Carangidae	Decapterus	macrosoma	37337017
Carangidae	Decapterus	muroadsi	37337071
Carangidae	Decapterus	russelli	37337023
Carangidae	Decapterus	tabl	37337060
Labridae	Decodon	spp	37384914
Labridae	Decodon	pacificus	37384101
Ambassidae	Denariusa	spp	37310902
Ambassidae	Denariusa	australis	37310016
Pteroidae	Dendrochirus	spp	37287912
Pteroidae	Dendrochirus	biocellatus	37287095
Pteroidae	Dendrochirus	brachypterus	37287010
Pteroidae	Dendrochirus	zebra	37287026
Dentatherinidae	Dentatherina	spp	37246906
Dentatherinidae	Dentatherina	merceri	37246032
Sparidae	Dentex	spp	37353906
Sparidae	Dentex	carpenteri	37353018
Sparidae	Dentex	spariformis	37353002
Rajidae	Dentiraja	spp	37031903
Rajidae	Dentiraja	australis	37031002
Rajidae	Dentiraja	cerva	37031003
Rajidae	Dentiraja	confusa	37031005
Rajidae	Dentiraja	endeavouri	37031043
Rajidae	Dentiraja	falloarga	37031030
Rajidae	Dentiraja	flindersi	37031038
Rajidae	Dentiraja	healdi	37031011
Rajidae	Dentiraja	lemprieri	37031007
Rajidae	Dentiraja	oculata	37031031
Rajidae	Dentiraja	polyommata	37031042
Derichthyidae	Derichthys	spp	37073901
Derichthyidae	Derichthys	serpentinus	37073003
Oneirodidae	Dermatias	spp	37216902
Oneirodidae	Dermatias	platynogaster	37216007
Trachipteridae	Desmodema	spp	37271901
Trachipteridae	Desmodema	polystictum	37271002
Gobiesocidae	Diademichthys	spp	37206906
Gobiesocidae	Diademichthys	lineatus	37206015
Haemulidae	Diagramma	spp	37350905
Haemulidae	Diagramma	melanacrum	37350024
Haemulidae	Diagramma	pictum labiosum	37350003
Myctophidae	Diaphus	spp	37122906
Myctophidae	Diaphus	anderseni	37122030
Myctophidae	Diaphus	bertelseni	37122031
Myctophidae	Diaphus	brachycephalus	37122032
Myctophidae	Diaphus	chrysorhynchus	37122083
Myctophidae	Diaphus	coeruleus	37122006
Myctophidae	Diaphus	danae	37122001
Myctophidae	Diaphus	diadematus	37122072
Myctophidae	Diaphus	drachmanni	37122015
Myctophidae	Diaphus	effulgens	37122033
Myctophidae	Diaphus	fragilis	37122034
Myctophidae	Diaphus	garmani	37122084
Myctophidae	Diaphus	hudsoni	37122061
Myctophidae	Diaphus	impostor	37122082
Myctophidae	Diaphus	jenseni	37122085
Myctophidae	Diaphus	kapalae	37122073
Myctophidae	Diaphus	lucidus	37122086
Myctophidae	Diaphus	luetkeni	37122035
Myctophidae	Diaphus	malayanus	37122087
Myctophidae	Diaphus	meadi	37122036
Myctophidae	Diaphus	metopoclampus	37122037
Myctophidae	Diaphus	mollis	37122038
Myctophidae	Diaphus	ostenfeldi	37122012
Myctophidae	Diaphus	parri	37122039
Myctophidae	Diaphus	perspicillatus	37122008
Myctophidae	Diaphus	phillipsi	37122088
Myctophidae	Diaphus	problematicus	37122089
Myctophidae	Diaphus	regani	37122090
Myctophidae	Diaphus	splendidus	37122040
Myctophidae	Diaphus	termophilus	37122041
Myctophidae	Diaphus	thiollierei	37122091
Myctophidae	Diaphus	watasei	37122013
Synaphobranchidae	Diastobranchus	spp	37070901
Synaphobranchidae	Diastobranchus	capensis	37070001
Diazonidae	Diazona	spp	35012903
Diazonidae	Diazona	fungia	35012006
Diazonidae	Diazona	textura	35012007
Tetrabrachiidae	Dibrachichthys	spp	37210904
Tetrabrachiidae	Dibrachichthys	melanurus	37210029
Ogcocephalidae	Dibranchus	spp	37212902
Ogcocephalidae	Dibranchus	japonicus	37212007
Diceratiidae	Diceratias	spp	37214902
Diceratiidae	Diceratias	bispinosus	37214001
Diceratiidae	Diceratias	pileatus	37214003
Diceratiidae	Diceratias	trilobus	37214002
Diodontidae	Dicotylichthys	spp	37469904
Diodontidae	Dicotylichthys	punctulatus	37469013
Ophidiidae	Dicrolene	spp	37228920
Ophidiidae	Dicrolene	cf <i>longimana</i>	37228812
Didemnidae	Didemnum	spp	35013903
Didemnidae	Didemnum	abradatum	35013288
Didemnidae	Didemnum	albopunctatum	35013117
Didemnidae	Didemnum	arancium	35013118
Didemnidae	Didemnum	aratore	35013258
Didemnidae	Didemnum	asterix	35013226
Didemnidae	Didemnum	astrum	35013119
Didemnidae	Didemnum	augusti	35013002
Didemnidae	Didemnum	bicolor	35013120
Didemnidae	Didemnum	biglans	35013235
Didemnidae	Didemnum	bisectatum	35013121
Didemnidae	Didemnum	caesium	35013122
Didemnidae	Didemnum	candidum	35013003
Didemnidae	Didemnum	chartaceum	35013004
Didemnidae	Didemnum	clavum	35013123
Didemnidae	Didemnum	complexum	35013124
Didemnidae	Didemnum	coralliforme	35013227
Didemnidae	Didemnum	corium	35013270
Didemnidae	Didemnum	crescente	35013125
Didemnidae	Didemnum	cygnuus	35013126
Didemnidae	Didemnum	delectum	35013127
Didemnidae	Didemnum	diversum	35013228
Didemnidae	Didemnum	dolium	35013277
Didemnidae	Didemnum	domesticum	35013259
Didemnidae	Didemnum	effusium	35013128
Didemnidae	Didemnum	elongatum	35013129
Didemnidae	Didemnum	etiolum	35013005
Didemnidae	Didemnum	fibriae	35013229
Didemnidae	Didemnum	fimbriatum	35013042
Didemnidae	Didemnum	flavoviride	35013130
Didemnidae	Didemnum	fragile	35013131
Didemnidae	Didemnum	fragum	35013132
Didemnidae	Didemnum	fucatum	35013133
Didemnidae	Didemnum	fuscum	35013134
Didemnidae	Didemnum	grande	35013006
Didemnidae	Didemnum	granulatum	35013135
Didemnidae	Didemnum	guttatum	35013136
Didemnidae	Didemnum	herba	35013137
Didemnidae	Didemnum	hiopaa	35013138
